"","Technique","model","category","accuracy","precision","recall"
"122","Few-shot_APO10","GPT-3.5","focus",0.173913043478261,0.222222222222222,0.173913043478261
"123","Few-shot_APO10","GPT-3.5","generic",0.448275862068966,0.764705882352941,0.448275862068966
"124","Few-shot_APO10","GPT-3.5","probing",0.551020408163265,0.46551724137931,0.551020408163265
"125","Few-shot_APO10","GPT-3.5","telling",0.653846153846154,0.435897435897436,0.653846153846154
"126","Few-shot_APO10","GPT-5","overall",0.544868362522036,0.516493055555556,0.544868362522036
"127","Few-shot_APO10","GPT-5","focus",0.478260869565217,0.34375,0.478260869565217
"128","Few-shot_APO10","GPT-5","generic",0.827586206896552,0.888888888888889,0.827586206896552
"129","Few-shot_APO10","GPT-5","probing",0.142857142857143,0.333333333333333,0.142857142857143
"130","Few-shot_APO10","GPT-5","telling",0.730769230769231,0.5,0.730769230769231
"131","Few-shot_APO20","GPT-3.5","overall",0.406872603729532,0.455495000581328,0.406872603729532
"132","Few-shot_APO20","GPT-3.5","focus",0.282608695652174,0.213114754098361,0.282608695652174
"133","Few-shot_APO20","GPT-3.5","generic",0.310344827586207,0.75,0.310344827586207
"134","Few-shot_APO20","GPT-3.5","probing",0.26530612244898,0.433333333333333,0.26530612244898
"135","Few-shot_APO20","GPT-3.5","telling",0.769230769230769,0.425531914893617,0.769230769230769
"136","Few-shot_APO20","GPT-5","overall",0.554816488929789,0.522061738013231,0.554816488929789
"137","Few-shot_APO20","GPT-5","focus",0.5,0.343283582089552,0.5
"138","Few-shot_APO20","GPT-5","generic",0.827586206896552,0.857142857142857,0.827586206896552
"139","Few-shot_APO20","GPT-5","probing",0.122448979591837,0.375,0.122448979591837
"140","Few-shot_APO20","GPT-5","telling",0.769230769230769,0.512820512820513,0.769230769230769
"141","Few-shot_APO50","GPT-3.5","overall",0.469385989893593,0.484660993000304,0.469385989893593
"142","Few-shot_APO50","GPT-3.5","focus",0.217391304347826,0.24390243902439,0.217391304347826
"143","Few-shot_APO50","GPT-3.5","generic",0.482758620689655,0.823529411764706,0.482758620689655
"144","Few-shot_APO50","GPT-3.5","probing",0.408163265306122,0.454545454545455,0.408163265306122
"145","Few-shot_APO50","GPT-3.5","telling",0.769230769230769,0.416666666666667,0.769230769230769
"146","Few-shot_APO50","GPT-5","overall",0.56244248362475,0.524615940567433,0.56244248362475
"147","Few-shot_APO50","GPT-5","focus",0.5,0.343283582089552,0.5
"148","Few-shot_APO50","GPT-5","generic",0.896551724137931,0.866666666666667,0.896551724137931
"149","Few-shot_APO50","GPT-5","probing",0.122448979591837,0.375,0.122448979591837
"150","Few-shot_APO50","GPT-5","telling",0.730769230769231,0.513513513513513,0.730769230769231
"151","Self-Consistency","GPT-3.5","overall",0.418948688920846,0.476490818549642,0.418948688920846
"152","Self-Consistency","GPT-3.5","focus",0.239130434782609,0.323529411764706,0.239130434782609
"153","Self-Consistency","GPT-3.5","generic",0.344827586206897,0.714285714285714,0.344827586206897
"154","Self-Consistency","GPT-3.5","probing",0.591836734693878,0.386666666666667,0.591836734693878
"155","Self-Consistency","GPT-3.5","telling",0.5,0.481481481481481,0.5
"156","Self-Consistency","GPT-5","overall",0.411450671838335,0.435612824675325,0.411450671838335
"157","Self-Consistency","GPT-5","focus",0.478260869565217,0.34375,0.478260869565217
"158","Self-Consistency","GPT-5","generic",0.275862068965517,0.727272727272727,0.275862068965517
"159","Self-Consistency","GPT-5","probing",0.122448979591837,0.171428571428571,0.122448979591837
"160","Self-Consistency","GPT-5","telling",0.769230769230769,0.5,0.769230769230769
"161","Self-Consistency_APO10","GPT-3.5","overall",0.418948688920846,0.476490818549642,0.418948688920846
"162","Self-Consistency_APO10","GPT-3.5","focus",0.239130434782609,0.323529411764706,0.239130434782609
"163","Self-Consistency_APO10","GPT-3.5","generic",0.344827586206897,0.714285714285714,0.344827586206897
"164","Self-Consistency_APO10","GPT-3.5","probing",0.591836734693878,0.386666666666667,0.591836734693878
"165","Self-Consistency_APO10","GPT-3.5","telling",0.5,0.481481481481481,0.5
"166","Self-Consistency_APO10","GPT-5","overall",0.411450671838335,0.435612824675325,0.411450671838335
"167","Self-Consistency_APO10","GPT-5","focus",0.478260869565217,0.34375,0.478260869565217
"168","Self-Consistency_APO10","GPT-5","generic",0.275862068965517,0.727272727272727,0.275862068965517
"169","Self-Consistency_APO10","GPT-5","probing",0.122448979591837,0.171428571428571,0.122448979591837
"170","Self-Consistency_APO10","GPT-5","telling",0.769230769230769,0.5,0.769230769230769
"171","Self-Consistency_APO20","GPT-3.5","overall",0.391144890662989,0.438395276809911,0.391144890662989
"172","Self-Consistency_APO20","GPT-3.5","focus",0.369565217391304,0.26984126984127,0.369565217391304
"173","Self-Consistency_APO20","GPT-3.5","generic",0.275862068965517,0.666666666666667,0.275862068965517
"174","Self-Consistency_APO20","GPT-3.5","probing",0.26530612244898,0.317073170731707,0.26530612244898
"175","Self-Consistency_APO20","GPT-3.5","telling",0.653846153846154,0.5,0.653846153846154
"176","Self-Consistency_APO20","GPT-5","overall",0.403089467824957,0.440968487985722,0.403089467824957
"177","Self-Consistency_APO20","GPT-5","focus",0.521739130434783,0.328767123287671,0.521739130434783
"178","Self-Consistency_APO20","GPT-5","generic",0.275862068965517,0.727272727272727,0.275862068965517
"179","Self-Consistency_APO20","GPT-5","probing",0.122448979591837,0.193548387096774,0.122448979591837
"180","Self-Consistency_APO20","GPT-5","telling",0.692307692307692,0.514285714285714,0.692307692307692
"181","Self-Consistency_APO50","GPT-3.5","overall",0.419086669381165,0.464363395225464,0.419086669381165
"182","Self-Consistency_APO50","GPT-3.5","focus",0.41304347826087,0.38,0.41304347826087
"183","Self-Consistency_APO50","GPT-3.5","generic",0.275862068965517,0.615384615384615,0.275862068965517
"184","Self-Consistency_APO50","GPT-3.5","probing",0.448979591836735,0.379310344827586,0.448979591836735
"185","Self-Consistency_APO50","GPT-3.5","telling",0.538461538461538,0.482758620689655,0.538461538461538
"186","Self-Consistency_APO50","GPT-5","overall",0.405353936061796,0.423782508341332,0.405353936061796
"187","Self-Consistency_APO50","GPT-5","focus",0.478260869565217,0.323529411764706,0.478260869565217
"188","Self-Consistency_APO50","GPT-5","generic",0.310344827586207,0.692307692307692,0.310344827586207
"189","Self-Consistency_APO50","GPT-5","probing",0.102040816326531,0.151515151515152,0.102040816326531
"190","Self-Consistency_APO50","GPT-5","telling",0.730769230769231,0.527777777777778,0.730769230769231
"191","Zero-shot","GPT-3.5","overall",0.411345347734296,0.471690561529271,0.411345347734296
"192","Zero-shot","GPT-3.5","focus",0.282608695652174,0.26,0.282608695652174
"193","Zero-shot","GPT-3.5","generic",0.413793103448276,0.8,0.413793103448276
"194","Zero-shot","GPT-3.5","probing",0.448979591836735,0.407407407407407,0.448979591836735
"195","Zero-shot","GPT-3.5","telling",0.5,0.419354838709677,0.5
"196","Zero-shot","GPT-5","overall",0.506809291586546,0.495157601770505,0.506809291586546
"197","Zero-shot","GPT-5","focus",0.41304347826087,0.306451612903226,0.41304347826087
"198","Zero-shot","GPT-5","generic",0.758620689655172,0.88,0.758620689655172
"199","Zero-shot","GPT-5","probing",0.163265306122449,0.307692307692308,0.163265306122449
"200","Zero-shot","GPT-5","telling",0.692307692307692,0.486486486486487,0.692307692307692
"201","Zero-shot_APO10","GPT-3.5","overall",0.411345347734296,0.471690561529271,0.411345347734296
"202","Zero-shot_APO10","GPT-3.5","focus",0.282608695652174,0.26,0.282608695652174
"203","Zero-shot_APO10","GPT-3.5","generic",0.413793103448276,0.8,0.413793103448276
"204","Zero-shot_APO10","GPT-3.5","probing",0.448979591836735,0.407407407407407,0.448979591836735
"205","Zero-shot_APO10","GPT-3.5","telling",0.5,0.419354838709677,0.5
"206","Zero-shot_APO10","GPT-5","overall",0.506809291586546,0.495157601770505,0.506809291586546
"207","Zero-shot_APO10","GPT-5","focus",0.41304347826087,0.306451612903226,0.41304347826087
"208","Zero-shot_APO10","GPT-5","generic",0.758620689655172,0.88,0.758620689655172
"209","Zero-shot_APO10","GPT-5","probing",0.163265306122449,0.307692307692308,0.163265306122449
"210","Zero-shot_APO10","GPT-5","telling",0.692307692307692,0.486486486486487,0.692307692307692
"211","Zero-shot_APO20","GPT-3.5","overall",0.421520303427564,0.46729797979798,0.421520303427564
"212","Zero-shot_APO20","GPT-3.5","focus",0.369565217391304,0.26984126984127,0.369565217391304
"213","Zero-shot_APO20","GPT-3.5","generic",0.379310344827586,0.785714285714286,0.379310344827586
"214","Zero-shot_APO20","GPT-3.5","probing",0.244897959183673,0.363636363636364,0.244897959183673
"215","Zero-shot_APO20","GPT-3.5","telling",0.692307692307692,0.45,0.692307692307692
"216","Zero-shot_APO20","GPT-5","overall",0.508469470131496,0.491518897768898,0.508469470131496
"217","Zero-shot_APO20","GPT-5","focus",0.456521739130435,0.318181818181818,0.456521739130435
"218","Zero-shot_APO20","GPT-5","generic",0.724137931034483,0.875,0.724137931034483
"219","Zero-shot_APO20","GPT-5","probing",0.122448979591837,0.285714285714286,0.122448979591837
"220","Zero-shot_APO20","GPT-5","telling",0.730769230769231,0.487179487179487,0.730769230769231
"221","Zero-shot_APO50","GPT-3.5","overall",0.369924731511795,0.449304194056818,0.369924731511795
"222","Zero-shot_APO50","GPT-3.5","focus",0.369565217391304,0.246376811594203,0.369565217391304
"223","Zero-shot_APO50","GPT-3.5","generic",0.344827586206897,0.769230769230769,0.344827586206897
"224","Zero-shot_APO50","GPT-3.5","probing",0.26530612244898,0.333333333333333,0.26530612244898
"225","Zero-shot_APO50","GPT-3.5","telling",0.5,0.448275862068966,0.5
"226","Zero-shot_APO50","GPT-5","overall",0.520608808625515,0.490390433487448,0.520608808625515
"227","Zero-shot_APO50","GPT-5","focus",0.456521739130435,0.313432835820896,0.456521739130435
"228","Zero-shot_APO50","GPT-5","generic",0.793103448275862,0.884615384615385,0.793103448275862
"229","Zero-shot_APO50","GPT-5","probing",0.102040816326531,0.25,0.102040816326531
"230","Zero-shot_APO50","GPT-5","telling",0.730769230769231,0.513513513513513,0.730769230769231
