"","Technique","model","category","accuracy","precision","recall"
"72","Auto-CoT_APO50","GPT-3.5","2",0.673333333333333,0.210526315789474,0.105263157894737
"73","Auto-CoT_APO50","GPT-3.5","3",0.746666666666667,0.5,0.447368421052632
"74","Auto-CoT_APO50","GPT-3.5","4",0.846666666666667,0.842105263157895,0.444444444444444
"75","Auto-CoT_APO50","GPT-3.5","Overall",0.406666666666667,0.465080971659919,0.407163742690058
"76","Auto-CoT_APO50","GPT-5","1",0.833333333333333,1,0.342105263157895
"77","Auto-CoT_APO50","GPT-5","2",0.693333333333333,0.445945945945946,0.868421052631579
"78","Auto-CoT_APO50","GPT-5","3",0.76,0.523809523809524,0.578947368421053
"79","Auto-CoT_APO50","GPT-5","4",0.873333333333333,0.904761904761905,0.527777777777778
"80","Auto-CoT_APO50","GPT-5","Overall",0.58,0.718629343629344,0.579312865497076
"81","DSPy_100","GPT-3.5","1",0.773333333333333,0.666666666666667,0.210526315789474
"82","DSPy_100","GPT-3.5","2",0.74,0.484848484848485,0.421052631578947
"83","DSPy_100","GPT-3.5","3",0.646666666666667,0.391304347826087,0.710526315789474
"84","DSPy_100","GPT-3.5","4",0.866666666666667,0.722222222222222,0.722222222222222
"85","DSPy_100","GPT-3.5","Overall",0.513333333333333,0.566260430390865,0.516081871345029
"86","DSPy_100","GPT-5","1",0.813333333333333,1,0.263157894736842
"87","DSPy_100","GPT-5","2",0.673333333333333,0.432098765432099,0.921052631578947
"88","DSPy_100","GPT-5","3",0.733333333333333,0.477272727272727,0.552631578947368
"89","DSPy_100","GPT-5","4",0.86,1,0.416666666666667
"90","DSPy_100","GPT-5","Overall",0.54,0.727342873176206,0.538377192982456
"91","DSPy_200","GPT-3.5","1",0.78,0.647058823529412,0.289473684210526
"92","DSPy_200","GPT-3.5","2",0.726666666666667,0.461538461538462,0.473684210526316
"93","DSPy_200","GPT-3.5","3",0.713333333333333,0.456140350877193,0.684210526315789
"94","DSPy_200","GPT-3.5","4",0.86,0.702702702702703,0.722222222222222
"95","DSPy_200","GPT-3.5","Overall",0.54,0.566860084661942,0.542397660818713
"96","DSPy_200","GPT-5","1",0.813333333333333,1,0.263157894736842
"97","DSPy_200","GPT-5","2",0.66,0.413333333333333,0.815789473684211
"98","DSPy_200","GPT-5","3",0.733333333333333,0.48,0.631578947368421
"99","DSPy_200","GPT-5","4",0.86,1,0.416666666666667
"100","DSPy_200","GPT-5","Overall",0.533333333333333,0.723333333333333,0.531798245614035
"101","DSPy_300","GPT-3.5","1",0.78,0.647058823529412,0.289473684210526
"102","DSPy_300","GPT-3.5","2",0.726666666666667,0.461538461538462,0.473684210526316
"103","DSPy_300","GPT-3.5","3",0.713333333333333,0.456140350877193,0.684210526315789
"104","DSPy_300","GPT-3.5","4",0.86,0.702702702702703,0.722222222222222
"105","DSPy_300","GPT-3.5","Overall",0.54,0.566860084661942,0.542397660818713
"106","DSPy_300","GPT-5","1",0.826666666666667,1,0.315789473684211
"107","DSPy_300","GPT-5","2",0.68,0.432432432432432,0.842105263157895
"108","DSPy_300","GPT-5","3",0.72,0.458333333333333,0.578947368421053
"109","DSPy_300","GPT-5","4",0.853333333333333,0.9375,0.416666666666667
"110","DSPy_300","GPT-5","Overall",0.54,0.707066441441441,0.538377192982456
"111","Few-shot","GPT-3.5","1",0.753333333333333,1,0.0263157894736842
"112","Few-shot","GPT-3.5","2",0.7,0.266666666666667,0.105263157894737
"113","Few-shot","GPT-3.5","3",0.486666666666667,0.294736842105263,0.736842105263158
"114","Few-shot","GPT-3.5","4",0.873333333333333,0.717948717948718,0.777777777777778
"115","Few-shot","GPT-3.5","Overall",0.406666666666667,0.569838056680162,0.411549707602339
"116","Few-shot","GPT-5","1",0.826666666666667,0.875,0.368421052631579
"117","Few-shot","GPT-5","2",0.713333333333333,0.450980392156863,0.605263157894737
"118","Few-shot","GPT-5","3",0.773333333333333,0.532258064516129,0.868421052631579
"119","Few-shot","GPT-5","4",0.886666666666667,0.952380952380952,0.555555555555556
"120","Few-shot","GPT-5","Overall",0.6,0.702654852263486,0.599415204678363
"121","Few-shot_APO10","GPT-3.5","1",0.753333333333333,1,0.0263157894736842
"122","Few-shot_APO10","GPT-3.5","2",0.646666666666667,0.2,0.131578947368421
"123","Few-shot_APO10","GPT-3.5","3",0.533333333333333,0.3,0.631578947368421
"124","Few-shot_APO10","GPT-3.5","4",0.853333333333333,0.659090909090909,0.805555555555556
"125","Few-shot_APO10","GPT-3.5","Overall",0.393333333333333,0.539772727272727,0.39875730994152
"126","Few-shot_APO10","GPT-5","1",0.826666666666667,0.875,0.368421052631579
"127","Few-shot_APO10","GPT-5","2",0.713333333333333,0.450980392156863,0.605263157894737
"128","Few-shot_APO10","GPT-5","3",0.773333333333333,0.532258064516129,0.868421052631579
"129","Few-shot_APO10","GPT-5","4",0.886666666666667,0.952380952380952,0.555555555555556
"130","Few-shot_APO10","GPT-5","Overall",0.6,0.702654852263486,0.599415204678363
"131","Few-shot_APO20","GPT-3.5","1",0.753333333333333,1,0.0263157894736842
"132","Few-shot_APO20","GPT-3.5","2",0.7,0.266666666666667,0.105263157894737
"133","Few-shot_APO20","GPT-3.5","3",0.486666666666667,0.294736842105263,0.736842105263158
"134","Few-shot_APO20","GPT-3.5","4",0.873333333333333,0.717948717948718,0.777777777777778
"135","Few-shot_APO20","GPT-3.5","Overall",0.406666666666667,0.569838056680162,0.411549707602339
"136","Few-shot_APO20","GPT-5","1",0.833333333333333,0.933333333333333,0.368421052631579
"137","Few-shot_APO20","GPT-5","2",0.733333333333333,0.483870967741935,0.789473684210526
"138","Few-shot_APO20","GPT-5","3",0.806666666666667,0.591836734693878,0.763157894736842
"139","Few-shot_APO20","GPT-5","4",0.893333333333333,0.916666666666667,0.611111111111111
"140","Few-shot_APO20","GPT-5","Overall",0.633333333333333,0.731426925608953,0.633040935672515
"141","Few-shot_APO50","GPT-3.5","1",0.766666666666667,1,0.0789473684210526
"142","Few-shot_APO50","GPT-3.5","2",0.66,0.324324324324324,0.315789473684211
"143","Few-shot_APO50","GPT-3.5","3",0.613333333333333,0.375,0.789473684210526
"144","Few-shot_APO50","GPT-3.5","4",0.88,0.8,0.666666666666667
"145","Few-shot_APO50","GPT-3.5","Overall",0.46,0.624831081081081,0.462719298245614
"146","Few-shot_APO50","GPT-5","1",0.84,1,0.368421052631579
"147","Few-shot_APO50","GPT-5","2",0.706666666666667,0.455882352941176,0.815789473684211
"148","Few-shot_APO50","GPT-5","3",0.78,0.555555555555556,0.657894736842105
"149","Few-shot_APO50","GPT-5","4",0.9,0.956521739130435,0.611111111111111
"150","Few-shot_APO50","GPT-5","Overall",0.613333333333333,0.741989911906792,0.613304093567251
"151","Self-Consistency","GPT-3.5","1",0.786666666666667,1,0.157894736842105
"152","Self-Consistency","GPT-3.5","2",0.66,0.381818181818182,0.552631578947368
"153","Self-Consistency","GPT-3.5","3",0.686666666666667,0.421052631578947,0.631578947368421
"154","Self-Consistency","GPT-3.5","4",0.88,0.78125,0.694444444444444
"155","Self-Consistency","GPT-3.5","Overall",0.506666666666667,0.646030203349282,0.509137426900585
"156","Self-Consistency","GPT-5","1",0.84,0.9375,0.394736842105263
"157","Self-Consistency","GPT-5","2",0.733333333333333,0.481481481481481,0.684210526315789
"158","Self-Consistency","GPT-5","3",0.786666666666667,0.551724137931034,0.842105263157895
"159","Self-Consistency","GPT-5","4",0.893333333333333,0.954545454545455,0.583333333333333
"160","Self-Consistency","GPT-5","Overall",0.626666666666667,0.731312768489493,0.62609649122807
"161","Self-Consistency_APO10","GPT-3.5","1",0.833333333333333,0.933333333333333,0.368421052631579
"162","Self-Consistency_APO10","GPT-3.5","2",0.686666666666667,0.428571428571429,0.710526315789474
"163","Self-Consistency_APO10","GPT-3.5","3",0.733333333333333,0.473684210526316,0.473684210526316
"164","Self-Consistency_APO10","GPT-3.5","4",0.866666666666667,0.735294117647059,0.694444444444444
"165","Self-Consistency_APO10","GPT-3.5","Overall",0.56,0.642720772519534,0.561769005847953
"166","Self-Consistency_APO10","GPT-5","1",0.84,0.9375,0.394736842105263
"167","Self-Consistency_APO10","GPT-5","2",0.733333333333333,0.481481481481481,0.684210526315789
"168","Self-Consistency_APO10","GPT-5","3",0.786666666666667,0.551724137931034,0.842105263157895
"169","Self-Consistency_APO10","GPT-5","4",0.893333333333333,0.954545454545455,0.583333333333333
"170","Self-Consistency_APO10","GPT-5","Overall",0.626666666666667,0.731312768489493,0.62609649122807
"171","Self-Consistency_APO20","GPT-3.5","1",0.786666666666667,1,0.157894736842105
"172","Self-Consistency_APO20","GPT-3.5","2",0.66,0.381818181818182,0.552631578947368
"173","Self-Consistency_APO20","GPT-3.5","3",0.686666666666667,0.421052631578947,0.631578947368421
"174","Self-Consistency_APO20","GPT-3.5","4",0.88,0.78125,0.694444444444444
"175","Self-Consistency_APO20","GPT-3.5","Overall",0.506666666666667,0.646030203349282,0.509137426900585
"176","Self-Consistency_APO20","GPT-5","1",0.82,1,0.289473684210526
"177","Self-Consistency_APO20","GPT-5","2",0.713333333333333,0.463768115942029,0.842105263157895
"178","Self-Consistency_APO20","GPT-5","3",0.82,0.627906976744186,0.710526315789474
"179","Self-Consistency_APO20","GPT-5","4",0.913333333333333,0.925925925925926,0.694444444444444
"180","Self-Consistency_APO20","GPT-5","Overall",0.633333333333333,0.754400254653035,0.634137426900585
"181","Self-Consistency_APO50","GPT-3.5","1",0.806666666666667,0.909090909090909,0.263157894736842
"182","Self-Consistency_APO50","GPT-3.5","2",0.646666666666667,0.391304347826087,0.710526315789474
"183","Self-Consistency_APO50","GPT-3.5","3",0.733333333333333,0.475,0.5
"184","Self-Consistency_APO50","GPT-3.5","4",0.866666666666667,0.766666666666667,0.638888888888889
"185","Self-Consistency_APO50","GPT-3.5","Overall",0.526666666666667,0.635515480895916,0.528143274853801
"186","Self-Consistency_APO50","GPT-5","1",0.84,1,0.368421052631579
"187","Self-Consistency_APO50","GPT-5","2",0.706666666666667,0.455882352941176,0.815789473684211
"188","Self-Consistency_APO50","GPT-5","3",0.766666666666667,0.533333333333333,0.631578947368421
"189","Self-Consistency_APO50","GPT-5","4",0.886666666666667,0.91304347826087,0.583333333333333
"190","Self-Consistency_APO50","GPT-5","Overall",0.6,0.725564791133845,0.599780701754386
"191","Zero-shot","GPT-3.5","1",0.806666666666667,0.8,0.315789473684211
"192","Zero-shot","GPT-3.5","2",0.646666666666667,0.40506329113924,0.842105263157895
"193","Zero-shot","GPT-3.5","3",0.74,0.486486486486487,0.473684210526316
"194","Zero-shot","GPT-3.5","4",0.86,0.894736842105263,0.472222222222222
"195","Zero-shot","GPT-3.5","Overall",0.526666666666667,0.646571654932748,0.525950292397661
"196","Zero-shot","GPT-5","1",0.826666666666667,0.928571428571429,0.342105263157895
"197","Zero-shot","GPT-5","2",0.726666666666667,0.477611940298507,0.842105263157895
"198","Zero-shot","GPT-5","3",0.806666666666667,0.591836734693878,0.763157894736842
"199","Zero-shot","GPT-5","4",0.893333333333333,1,0.555555555555556
"200","Zero-shot","GPT-5","Overall",0.626666666666667,0.749505025890953,0.625730994152047
"201","Zero-shot_APO10","GPT-3.5","1",0.846666666666667,0.741935483870968,0.605263157894737
"202","Zero-shot_APO10","GPT-3.5","2",0.6,0.3625,0.763157894736842
"203","Zero-shot_APO10","GPT-3.5","3",0.7,0.333333333333333,0.184210526315789
"204","Zero-shot_APO10","GPT-3.5","4",0.84,0.833333333333333,0.416666666666667
"205","Zero-shot_APO10","GPT-3.5","Overall",0.493333333333333,0.567775537634409,0.492324561403509
"206","Zero-shot_APO10","GPT-5","1",0.826666666666667,0.928571428571429,0.342105263157895
"207","Zero-shot_APO10","GPT-5","2",0.726666666666667,0.477611940298507,0.842105263157895
"208","Zero-shot_APO10","GPT-5","3",0.806666666666667,0.591836734693878,0.763157894736842
"209","Zero-shot_APO10","GPT-5","4",0.893333333333333,1,0.555555555555556
"210","Zero-shot_APO10","GPT-5","Overall",0.626666666666667,0.749505025890953,0.625730994152047
"211","Zero-shot_APO20","GPT-3.5","1",0.806666666666667,0.8,0.315789473684211
"212","Zero-shot_APO20","GPT-3.5","2",0.646666666666667,0.40506329113924,0.842105263157895
"213","Zero-shot_APO20","GPT-3.5","3",0.74,0.486486486486487,0.473684210526316
"214","Zero-shot_APO20","GPT-3.5","4",0.86,0.894736842105263,0.472222222222222
"215","Zero-shot_APO20","GPT-3.5","Overall",0.526666666666667,0.646571654932748,0.525950292397661
"216","Zero-shot_APO20","GPT-5","1",0.846666666666667,1,0.394736842105263
"217","Zero-shot_APO20","GPT-5","2",0.713333333333333,0.463768115942029,0.842105263157895
"218","Zero-shot_APO20","GPT-5","3",0.786666666666667,0.575,0.605263157894737
"219","Zero-shot_APO20","GPT-5","4",0.893333333333333,0.884615384615385,0.638888888888889
"220","Zero-shot_APO20","GPT-5","Overall",0.62,0.730845875139353,0.620248538011696
"221","Zero-shot_APO50","GPT-3.5","1",0.833333333333333,0.76,0.5
"222","Zero-shot_APO50","GPT-3.5","2",0.58,0.35632183908046,0.815789473684211
"223","Zero-shot_APO50","GPT-3.5","3",0.72,0.409090909090909,0.236842105263158
"224","Zero-shot_APO50","GPT-3.5","4",0.853333333333333,0.9375,0.416666666666667
"225","Zero-shot_APO50","GPT-3.5","Overall",0.493333333333333,0.615728187042842,0.492324561403509
"226","Zero-shot_APO50","GPT-5","1",0.84,1,0.368421052631579
"227","Zero-shot_APO50","GPT-5","2",0.686666666666667,0.438356164383562,0.842105263157895
"228","Zero-shot_APO50","GPT-5","3",0.746666666666667,0.5,0.526315789473684
"229","Zero-shot_APO50","GPT-5","4",0.886666666666667,0.91304347826087,0.583333333333333
"230","Zero-shot_APO50","GPT-5","Overall",0.58,0.712849910661108,0.580043859649123
